,claim,topic,date_published,page_is_example,page_is_image_credit,page_is_archived,claim_label
2756,"USPS  ""Forever Stamps"" are considered ""second-class mail,"" and items sent with those stamps are processed more slowly.            See Example(s)",,"Mar 15th, 2016",False,False,False,false
2757,Ted Cruz wants to ban the tritone interval in music due to its association with the devil.,,"Mar 15th, 2016",False,True,False,false
2758,Hillary Clinton admitted her Iraq War vote was elicited in exchange for money provided by the Bush administration to help rebuild New York City after the 9/11 attacks.            See Example(s),,"Mar 15th, 2016",False,False,False,false
2759,"The FDA has banned all e-juice for electronic cigarettes, effective July 2016.            See Example(s)",,"Mar 14th, 2016",True,False,False,false
2760,"The FDA has banned all e-juice for electronic cigarettes, effective July 2016.            See Example(s)",,"Mar 14th, 2016",False,False,False,false
2761,Notorious criminal Charles Manson has endorsed Donald Trump for president.            See Example(s),,"Mar 15th, 2016",False,False,False,false
2762,Bernie Sanders tweeted a scathing retort to Donald Trump after the latter accused the former's supporters of inciting violence at Trump rallies.            See Example(s),,"Mar 14th, 2016",False,False,False,false
2763,"UNESCO declared India's national anthem, 'Jana Gana Mana,' to be the world's best.            See Example(s)",,"Mar 14th, 2016",False,False,False,false
2764,"UNESCO declared India's national anthem, 'Jana Gana Mana,' to be the world's best.            See Example(s)",,"Mar 14th, 2016",False,True,False,false
2765,Taco Cabana Restaurants have banned Donald Trump supporters            See Example(s),,"Mar 14th, 2016",False,False,False,false
2766,A video provides evidence that a protester who was arrested at a Donald Trump rally was a member of ISIS.,,"Mar 13th, 2016",False,False,False,false
2767,A black supporter of Donald Trump was shot and killed by protesters in Chicago.,,"Mar 13th, 2016",False,False,False,false
2768,The Supreme Court revoked the Church of Scientology's tax-exempt status in March 2016.,,"Mar 11th, 2016",False,False,False,false
2769,The Supreme Court revoked the Church of Scientology's tax-exempt status in March 2016.,,"Mar 11th, 2016",False,True,False,false
2770,Meg White is replacing Rush's drummer Neil Peart.            See Example(s),,"Mar 11th, 2016",False,False,False,false
2771,Russian President Vladimir Putin endorsed Sen. Bernie Sanders for President.            See Example(s),,"Mar 11th, 2016",False,False,False,false
2772,"Bernie Sanders has not released the transcripts for speeches he gave to major financial institutions, despite calling on Hillary Clinton to do so.            See Example(s)",,"Mar 11th, 2016",False,False,False,false
2773,A Wendy's employee admitted that was putting feces in the restaurant's chili.            See Example(s),,"Mar 11th, 2016",False,False,False,false
2774,A video shows Secret Service agents practicing for advanced reverse escapes at a racetrack.            See Example(s),,"Mar 11th, 2016",False,False,False,false
2775,Singer Adele died in a car crash in March 2016.            See Example(s),,"Mar 11th, 2016",False,False,False,false
2776,Singer Adele died in a car crash in March 2016.            See Example(s),,"Mar 11th, 2016",False,True,False,false
2777,A woman murdered her college roommate over too many Candy Crush requests.            See Example(s),,"Mar 10th, 2016",False,True,False,false
2778,Ronald Reagan met with the Taliban in 1985 and compared them to the founding fathers of the United States.            See Example(s),,"Mar 10th, 2016",False,False,False,false
2779,Ronald Reagan met with the Taliban in 1985 and compared them to the founding fathers of the United States.            See Example(s),,"Mar 10th, 2016",False,True,False,false
2780,Bernie Sanders was omitted from the Chicago primary ballot.            See Example(s),,"Mar 10th, 2016",True,False,False,false
2781,Bernie Sanders was omitted from the Chicago primary ballot.            See Example(s),,"Mar 10th, 2016",False,False,False,false
2782,Singer James Hetfield left the band Metallica and has announced a new country music album.            See Example(s),,"Mar 10th, 2016",False,False,False,false
2783,"Photograph shows Donald Trump supporters wearing ""Make America White Again"" shirts at a rally.            See Example(s)",,"Mar 10th, 2016",True,False,False,false
2784,A 1964 campaign ad for President Lyndon B. Johnson featured a purported Republican voter expressing concerns which eerily echoed threads of debate in the GOP in 2016.            See Example(s),politics,"Mar 9th, 2016",False,False,False,true
2785,A 1964 campaign ad for President Lyndon B. Johnson featured a purported Republican voter expressing concerns which eerily echoed threads of debate in the GOP in 2016.            See Example(s),politics,"Mar 9th, 2016",False,False,True,true
2786,A video shows a surfer being towed by a great white shark.            See Example(s),critter country,"Mar 9th, 2016",False,False,False,false
2787,"President Obama ordered flags be flown at half-staff to mark the death of singer Whitney Houston, but he did not extend that honor to former first lady Nancy Reagan.            See Example(s)",politics,"Mar 9th, 2016",False,False,False,false
2788,A massive recall of chicken nuggets is underway after authorities in Iowa found human remains in a meat processing facility.            See Example(s),fake news,"Mar 9th, 2016",True,False,False,false
2789,A massive recall of chicken nuggets is underway after authorities in Iowa found human remains in a meat processing facility.            See Example(s),fake news,"Mar 9th, 2016",False,False,False,false
2790,A photograph shows a crowd with their hands raised pledging allegiance to President Obama.            See Example(s),politics,"Mar 8th, 2016",True,False,False,false
2791,A photograph shows a crowd with their hands raised pledging allegiance to President Obama.            See Example(s),politics,"Mar 8th, 2016",False,False,False,false
2792,A photograph shows a crowd with their hands raised pledging allegiance to President Obama.            See Example(s),politics,"Mar 8th, 2016",False,True,False,false
2793,"Bernie Sanders called for ""chemtrail reform"" during a campaign stop in Nevada.            See Example(s)",fake news,"Mar 8th, 2016",True,False,False,false
2794,"Bernie Sanders called for ""chemtrail reform"" during a campaign stop in Nevada.            See Example(s)",fake news,"Mar 8th, 2016",False,False,False,false
2795,Keanu Reeves lamented the objectification of women in an uncharacteristic way.            See Example(s),questionable quotes,"Mar 8th, 2016",False,False,False,false
2796,"Netflix released a promotional image for its upcoming series ""Home Improvementer"".            See Example(s)",entertainment,"Mar 8th, 2016",False,False,False,false
2797,Donald Trump tweeted an image of his genitals following penis-related banter at a Republican debate.            See Example(s),fake news,"Mar 8th, 2016",True,False,False,false
2798,"Police in Collin County, Texas have quietly warned of serial kidnappings at local Target and Walmart locations.            See Example(s)",crime,"Mar 8th, 2016",False,False,False,false
2799,Contoversial pharmaceuticals trader Martin Shkreli was shot and killed.            See Example(s),fake news,"Mar 7th, 2016",False,False,False,false
2800,Contoversial pharmaceuticals trader Martin Shkreli was shot and killed.            See Example(s),fake news,"Mar 7th, 2016",False,True,False,false
2801,A Fairfax County schoolteacher informed a student's mother that her black child was singled out by other students as likely to be deported if Donald Trump were elected.            See Example(s),politics,"Mar 7th, 2016",False,False,False,true
2802,A Fairfax County schoolteacher informed a student's mother that her black child was singled out by other students as likely to be deported if Donald Trump were elected.            See Example(s),politics,"Mar 7th, 2016",False,True,False,true
2803,Eleven states are implementing motorcycle curfews with stiff penalties for violators.            See Example(s),fake news,"Mar 7th, 2016",False,False,False,false
2804,A photograph shows Republican presidential candidate Ted Cruz hugging Fidel Castro.            See Example(s),fauxtography,"Mar 7th, 2016",False,False,False,false
2805,Photograph depicts fetuses found in a Chinese food restaurant's freezer.            See Example(s),fauxtography,"Mar 7th, 2016",True,False,False,false
2806,Photograph depicts fetuses found in a Chinese food restaurant's freezer.            See Example(s),fauxtography,"Mar 7th, 2016",False,False,False,false
2807,An image shows a real ad from The Brady Campaign urging citizens not to fight back against home intruders.            See Example(s),,"Mar 5th, 2016",False,False,False,false
2808,An image shows a real ad from The Brady Campaign urging citizens not to fight back against home intruders.            See Example(s),,"Mar 5th, 2016",False,True,False,false
2809,"A well-known celebrity is moving to your town after briefly visiting and discovering ""people were people,"" ""whose sincerity you didn’t have to question.""            See Example(s)",fake news,"Mar 4th, 2016",False,False,False,false
2810,Billionaire Vijay Mallya found cheap parking in New York by using his expensive car as collateral for a loan.            See Example(s),humor,"Mar 4th, 2016",False,False,False,false
2811,Billionaire Vijay Mallya found cheap parking in New York by using his expensive car as collateral for a loan.            See Example(s),humor,"Mar 4th, 2016",False,True,False,false
2812,A photograph shows a newly hatched baby dragon.            See Example(s),fauxtography,"Mar 4th, 2016",False,False,False,false
2813,A photograph shows a newly hatched baby dragon.            See Example(s),fauxtography,"Mar 4th, 2016",False,True,False,false
2814,A number of media outlets incorrectly reported civil rights-era photos of Bernie Sanders were not legitimate.            See Example(s),politics,"Mar 3rd, 2016",True,False,False,true
2815,A number of media outlets incorrectly reported civil rights-era photos of Bernie Sanders were not legitimate.            See Example(s),politics,"Mar 3rd, 2016",False,False,False,true
2816,A number of media outlets incorrectly reported civil rights-era photos of Bernie Sanders were not legitimate.            See Example(s),politics,"Mar 3rd, 2016",False,True,False,true
2817,A photograph shows a waterslide in Dubai.            See Example(s),fauxtography,"Mar 3rd, 2016",False,False,False,false
2818,A photograph shows a waterslide in Dubai.            See Example(s),fauxtography,"Mar 3rd, 2016",False,True,False,false
2819,An official statement warns anglers about copperhead snakes living inside of fish.            See Example(s),fauxtography,"Mar 3rd, 2016",False,False,False,false
2820,An official statement warns anglers about copperhead snakes living inside of fish.            See Example(s),fauxtography,"Mar 3rd, 2016",False,True,False,false
2821,Photographs show a real trampoline bridge in Paris.            See Example(s),fauxtography,"Mar 3rd, 2016",False,False,False,false
2822,Photographs show a real trampoline bridge in Paris.            See Example(s),fauxtography,"Mar 3rd, 2016",False,True,False,false
2823,Cameron Diaz was cast to portray Maya Angelou in a new biographical film.            See Example(s),fake news,"Mar 3rd, 2016",True,False,False,false
2824,Mark Cuban praised Donald Trump for giving honest (not prepared) answers.            See Example(s),politics,"Mar 2nd, 2016",False,False,False,true
2825,"Bristol Palin said all black actors look alike, making Oscar nominees difficult to diversify.            See Example(s)",fake news,"Mar 2nd, 2016",True,False,False,false
2826,"Bristol Palin said all black actors look alike, making Oscar nominees difficult to diversify.            See Example(s)",fake news,"Mar 2nd, 2016",False,False,False,false
2827,"Coca-Cola's ""Share A Coke"" campaign includes a bottle for the KKK.            See Example(s)",fauxtography,"Mar 2nd, 2016",False,False,False,false
2828,Donald Trump told Phil Donahue that he was an atheist in 1989.            See Example(s),politics,"Mar 2nd, 2016",False,False,False,false
2829,A photograph shows Hillary Clinton with former Ku Klux Klan member Robert Byrd.,politics,"Mar 2nd, 2016",False,False,False,true
2830,Donald Trump's Tower Air supplied flights home for Gulf War soldiers in 1991 when they faced otherwise long waits for military transportation.            See Example(s),politics,"Mar 1st, 2016",False,False,False,false
2831,"Leonardo DiCaprio is moving to Woodstock, Illinois.",fake news,"Mar 1st, 2016",False,False,False,false
2832,New York state has legalized heroin.            See Example(s),fake news,"Mar 1st, 2016",False,False,False,false
2833,"The famous quote ""First they ignore you, then they laugh at you, then they fight you, then you win” originated with Mahatma Gandhi.            See Example(s)",politics,"Mar 1st, 2016",False,False,False,false
2834,"The famous quote ""First they ignore you, then they laugh at you, then they fight you, then you win” originated with Mahatma Gandhi.            See Example(s)",politics,"Mar 1st, 2016",False,True,False,false
2835,A Carbon Monoxide spike on the west coast indicates that a massive earthquake will soon hit.            See Example(s),politics,"Mar 1st, 2016",False,False,False,false
2836,Donald Trump planned to rename New Mexico in his first act as President.            See Example(s),fake news,"Feb 29th, 2016",True,False,False,false
2837,Donald Trump planned to rename New Mexico in his first act as President.            See Example(s),fake news,"Feb 29th, 2016",False,False,False,false
2838,Rob Zombie was kicked out of the 88th Academy Awards.            See Example(s),fake news,"Feb 29th, 2016",False,False,False,false
2839,"The New Yorker published a surprisingly effusive item praising the political acumen of Donald Trump, penned by a Bloomberg reporter.            See Example(s)",politics,"Feb 29th, 2016",False,False,False,false
2840,"The New Yorker published a surprisingly effusive item praising the political acumen of Donald Trump, penned by a Bloomberg reporter.            See Example(s)",politics,"Feb 29th, 2016",False,False,True,false
2841,Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.,politics,"Feb 29th, 2016",False,False,False,false
2842,Nike didn't sign Steph Curry because the NBA star insisted on putting a Bible verse on his sneakers.,politics,"Feb 29th, 2016",False,True,False,false
2843,"Donald Trump's Las Vegas property is not a casino because the Nevada Gaming Commission refused Trump a gaming license and deemed him insufficiently ""trustworthy.""            See Example(s)",politics,"Feb 29th, 2016",False,False,False,false
2844,"Hillary Clinton said children should be raised and trained by the state, and parents should have only a secondary role.            See Example(s)",politics,"Feb 29th, 2016",False,False,False,false
2845,"Hillary Clinton said children should be raised and trained by the state, and parents should have only a secondary role.            See Example(s)",politics,"Feb 29th, 2016",False,True,False,false
2846,A DNA test proved that a retired postman fathered more than 1300 illegitimate children.            See Example(s),fake news,"Feb 29th, 2016",False,False,False,false
2847,A DNA test proved that a retired postman fathered more than 1300 illegitimate children.            See Example(s),fake news,"Feb 29th, 2016",False,True,False,false
2848,"A video shows the first person to climb ""the Bean"" in Chicago.            See Example(s)",fauxtography,"Feb 29th, 2016",False,False,False,false
2849,"A video shows the first person to climb ""the Bean"" in Chicago.            See Example(s)",fauxtography,"Feb 29th, 2016",False,True,False,false
2850,The transcript of Hillary Clinton's speech to finance giant Goldman Sachs was leaked and published online.            See Example(s),fake news,"Feb 29th, 2016",False,False,False,false
2851,The transcript of Hillary Clinton's speech to finance giant Goldman Sachs was leaked and published online.            See Example(s),fake news,"Feb 29th, 2016",False,True,False,false
2852,The app Down to Lunch is a covert tool for human trafficking.            See Example(s),crime,"Feb 26th, 2016",True,False,False,false
2853,The app Down to Lunch is a covert tool for human trafficking.            See Example(s),crime,"Feb 26th, 2016",False,False,False,false
2854,Donald Trump said that he would revoke U.S. citizenship from all Puerto Ricans if elected president.,fake news,"Feb 26th, 2016",False,False,False,false
2855,Donald Trump said that he would revoke U.S. citizenship from all Puerto Ricans if elected president.,fake news,"Feb 26th, 2016",False,True,False,false
2856,"Ted Cruz said that there were no mass shootings when ""gays stayed hidden.""            See Example(s)",fake news,"Feb 26th, 2016",False,False,False,false
2857,"Ted Cruz said that there were no mass shootings when ""gays stayed hidden.""            See Example(s)",fake news,"Feb 26th, 2016",False,True,False,false
2858,"Pop singer Katy Perry is actually JonBenét Ramsey, whose death was faked.            See Example(s)",politics,"Feb 26th, 2016",False,False,False,false
2859,A photograph shows a man standing on top of a pile of bison skulls.            See Example(s),fauxtography,"Feb 25th, 2016",False,False,False,true
2860,A photograph shows a man standing on top of a pile of bison skulls.            See Example(s),fauxtography,"Feb 25th, 2016",False,True,False,true
2861,"Sony Pictures has announced plans to remake the movie ""Mrs. Doubtfire"" with Jonah Hill.            See Example(s)",fake news,"Feb 24th, 2016",False,False,False,false
2862,Former first lady Nancy Reagan has endorsed Hillary Clinton.            See Example(s),fake news,"Feb 24th, 2016",False,False,False,false
2863,"Sandra Day O'Connor said that Republicans were a ""vile, petulant, hateful, passel of obstructionists.""            See Example(s)",politics,"Feb 23rd, 2016",False,False,False,false
2864,A video shows a group of giraffes trained to jump from a high dive.            See Example(s),fauxtography,"Feb 23rd, 2016",False,False,False,false
2865,"Carl Sagan said ""if it can be destroyed by the truth, it deserves to be destroyed by the truth.""            See Example(s)",,"Feb 23rd, 2016",True,False,False,false
2866,"Carl Sagan said ""if it can be destroyed by the truth, it deserves to be destroyed by the truth.""            See Example(s)",,"Feb 23rd, 2016",False,False,False,false
2867,"Carl Sagan said ""if it can be destroyed by the truth, it deserves to be destroyed by the truth.""            See Example(s)",,"Feb 23rd, 2016",False,True,False,false
2868,There are small worms in bags of Lipton tea.            See Example(s),food,"Feb 23rd, 2016",False,False,False,false
2869,President Obama signed an executive order to replace Supreme Court Justice Antonin Scalia with Rashad Hussain.,fake news,"Feb 23rd, 2016",False,False,False,false
2870,A photo shows an endangered fennec hare.            See Example(s),fauxtography,"Feb 22nd, 2016",False,False,False,false
2871,The Southern Poverty Law Center has officially labeled the Republican party a hate group.            See Example(s),politics,"Feb 22nd, 2016",False,False,False,false
2872,"Marco Rubio described Zika-linked birth defects as God's punishment of a mother, and abortion as an unacceptable evasion of that judgment.            See Example(s)",fake news,"Feb 22nd, 2016",True,False,False,false
2873,"Marco Rubio described Zika-linked birth defects as God's punishment of a mother, and abortion as an unacceptable evasion of that judgment.            See Example(s)",fake news,"Feb 22nd, 2016",False,True,False,false
2874,California passed a law to allow undocumented immigrants to vote.            See Example(s),politics,"Feb 22nd, 2016",False,False,False,false
2875,"Internet celebrity ""Damn Daniel"" was mugged and robbed of his shoes.            See Example(s)",fake news,"Feb 22nd, 2016",False,False,False,false
2876,Residents of Trump Tower Chicago demonstrated their disdain for Donald Trump via a clever display of lights.            See Example(s),fauxtography,"Feb 22nd, 2016",False,False,False,false
2877,"Supporters of Bernie Sanders shouted ""English only"" at civil rights activist Dolores Huerta during one Nevada caucus event, ostensibly objecting to a translation of remarks into Spanish.            See Example(s)",politics,"Feb 20th, 2016",True,False,False,false
2878,"Supporters of Bernie Sanders shouted ""English only"" at civil rights activist Dolores Huerta during one Nevada caucus event, ostensibly objecting to a translation of remarks into Spanish.            See Example(s)",politics,"Feb 20th, 2016",False,False,False,false
2879,"Supporters of Bernie Sanders shouted ""English only"" at civil rights activist Dolores Huerta during one Nevada caucus event, ostensibly objecting to a translation of remarks into Spanish.            See Example(s)",politics,"Feb 20th, 2016",False,False,True,false
2880,"Supporters of Bernie Sanders shouted ""English only"" at civil rights activist Dolores Huerta during one Nevada caucus event, ostensibly objecting to a translation of remarks into Spanish.            See Example(s)",politics,"Feb 20th, 2016",False,True,False,false
2881,A Nazi submarine mysteriously surfaced in Lake Ontario.,fake news,"Feb 20th, 2016",False,False,False,false
2882,Sharpie is giving a giant set of markers to all Facebook users who follow a short series of steps.            See Example(s),inboxer rebellion,"Feb 20th, 2016",False,False,False,false
2883,"Papa John's CEO John Schnatter said that he has no obligation to share ""excessive profits"" with his employees.            See Example(s)",politics,"Feb 19th, 2016",False,False,False,false
2884,A study found that 80 percent of black men in Georgia were homosexual.            See Example(s),fake news,"Feb 19th, 2016",True,False,False,false
2885,Ted Cruz will replace the Constitution with the Bible if he's elected President.            See Example(s),fake news,"Feb 19th, 2016",False,False,False,false
2886,Ted Cruz will replace the Constitution with the Bible if he's elected President.            See Example(s),fake news,"Feb 19th, 2016",False,True,False,false
2887,"A photo taken by the Hubble Telescope shows the earth in a ""cradle of clouds.""            See Example(s)",fauxtography,"Feb 19th, 2016",False,False,False,false
2888,A woman set a Guinness World Record for having 14 kids with 14 different fathers.            See Example(s),fake news,"Feb 19th, 2016",False,False,False,false
2889,"Police in Los Angeles discovered 19 bodies in a freezer with ""Black Lives Matter"" carved into the victims' skin.            See Example(s)",fake news,"Feb 18th, 2016",True,False,False,false
2890,"Police in Los Angeles discovered 19 bodies in a freezer with ""Black Lives Matter"" carved into the victims' skin.            See Example(s)",fake news,"Feb 18th, 2016",False,False,False,false
2891,Apple CEO Tim Cook wrote an open letter to customers explaining why the company was fighting a court order to unlock an iPhone tied to the San Bernardino attack.            See Example(s),business,"Feb 18th, 2016",False,False,False,true
2892,Apple CEO Tim Cook wrote an open letter to customers explaining why the company was fighting a court order to unlock an iPhone tied to the San Bernardino attack.            See Example(s),business,"Feb 18th, 2016",False,True,False,true
2893,"Article III, Section 4 of the Constitution holds a ""lame duck ... candidate"" cannot seek to fill a Supreme Court vacancy.            See Example(s)",politics,"Feb 18th, 2016",False,False,False,false
2894,Actor Ato Essandoh was killed during the filming of 'Django Unchained.'            See Example(s),entertainment,"Feb 18th, 2016",False,False,False,false
2895,"The United States Postal Service issued a ""forever stamp"" featuring Bernie Sanders.            See Example(s)",politics,"Feb 18th, 2016",False,False,False,false
2896,"Donald Trump bashed Jesus, saying that he could save America without some ""silly cross.""            See Example(s)",fake news,"Feb 18th, 2016",False,False,False,false
2897,"Donald Trump bashed Jesus, saying that he could save America without some ""silly cross.""            See Example(s)",fake news,"Feb 18th, 2016",False,True,False,false
2898,Mob Wives' personality Big Ang died of cancer.            See Example(s),entertainment,"Feb 17th, 2016",False,False,False,true
2899,"A video shows a ""7D Hologram"" of a whale inside a school gymnasium.",fauxtography,"Feb 17th, 2016",False,False,False,false
2900,"Mitch McConnell will only consider approving Supreme Court Justice who is white, Christian, conservative, and male.            See Example(s)",fake news,"Feb 17th, 2016",False,False,False,false
2901,Vladimir Putin called President Obama an idiot for touting socialist policies.            See Example(s),politics,"Feb 17th, 2016",False,False,False,false
2902,Sec. of State Hillary Clinton's approval of a deal to transfer control of 20% of U.S. uranium deposits to a Russian company was a quid pro quo exchange for donations to the Clinton Foundation.            See Example(s),politics,"Oct 25th, 2016",False,False,False,false
2903,"A photograph shows Bill Clinton, George H.W. Bush, and George Wallace together at a table.            See Example(s)",politics,"Feb 16th, 2016",False,False,False,true
2904,"A Republican lawmaker proposed introducing ""hunger tests"" before issuing food stamps.            See Example(s)",fake news,"Feb 16th, 2016",True,False,False,false
2905,"A Republican lawmaker proposed introducing ""hunger tests"" before issuing food stamps.            See Example(s)",fake news,"Feb 16th, 2016",False,False,False,false
2906,"300,000 pounds of rat meat disguised as chicken wings were sold in the U.S. before the Super Bowl.            See Example(s)",fake news,"Feb 16th, 2016",True,False,False,false
2907,"300,000 pounds of rat meat disguised as chicken wings were sold in the U.S. before the Super Bowl.            See Example(s)",fake news,"Feb 16th, 2016",False,False,False,false
2908,"Kim Kardashian wore a coat made from ""South Russian Ovcharka dogs"" to Kanye West's fashion show.            See Example(s)",inboxer rebellion,"Feb 16th, 2016",False,False,False,false
2909,"Kim Kardashian wore a coat made from ""South Russian Ovcharka dogs"" to Kanye West's fashion show.            See Example(s)",inboxer rebellion,"Feb 16th, 2016",False,True,False,false
2910,Ted Cruz threatened on Twitter to deport Beyoncé due to her performance at Super Bowl 50.            See Example(s),politics,"Feb 15th, 2016",False,False,False,false
2911,Ted Cruz threatened on Twitter to deport Beyoncé due to her performance at Super Bowl 50.            See Example(s),politics,"Feb 15th, 2016",False,True,False,false
2912,Bernie Sanders dodged the draft.            See Example(s),politics,"Feb 15th, 2016",True,False,False,false
2913,Bernie Sanders dodged the draft.            See Example(s),politics,"Feb 15th, 2016",False,False,False,false
2914,Bernie Sanders dodged the draft.            See Example(s),politics,"Feb 15th, 2016",False,False,True,false
2915,Will Smith and Jada Pinkett Smith have purchased the BET channel.            See Example(s),fake news,"Feb 15th, 2016",False,False,False,false
2916,Beyonce has not been banned from performing in Canada based on her 2016 Super Bowl halftime performance.            See Example(s),entertainment,"Feb 14th, 2016",True,False,False,false
2917,Beyonce has not been banned from performing in Canada based on her 2016 Super Bowl halftime performance.            See Example(s),entertainment,"Feb 14th, 2016",False,False,False,false
2918,"A photograph shows Russian soldiers wearing ""exosuits"" in Syria.            See Example(s)",fauxtography,"Feb 14th, 2016",True,False,False,false
2919,"A photograph shows Russian soldiers wearing ""exosuits"" in Syria.            See Example(s)",fauxtography,"Feb 14th, 2016",False,False,False,false
2920,"Mark Cuban said that Millennials will probably vote for a Democrat in 2016, ""because they fact-check everything.""            See Example(s)",politics,"Feb 14th, 2016",False,False,False,false
2921,Vice President Joe Biden said that 'no ordinary American cares about their constitutional rights.',politics,"Feb 12th, 2016",False,False,False,false
2922,Setting your Apple device's date to 1 January 1970 will reveal a retro-themed Easter egg.            See Example(s),technology,"Feb 12th, 2016",True,False,False,false
2923,Setting your Apple device's date to 1 January 1970 will reveal a retro-themed Easter egg.            See Example(s),technology,"Feb 12th, 2016",False,False,False,false
2924,The user of solar panels drains the sun of energy.            See Example(s),fake news,"Feb 12th, 2016",True,False,False,false
2925,The user of solar panels drains the sun of energy.            See Example(s),fake news,"Feb 12th, 2016",False,False,False,false
2926,"A Smithsonian employee was arrested for ""raping"" a mummy.            See Example(s)",fake news,"Feb 12th, 2016",True,False,False,false
2927,Two Maryland sheriff's deputies were shot and killed at a restaurant by a  vagrant.            See Example(s),crime,"Feb 11th, 2016",False,False,False,true
2928,Police discovered human remains in a Satanic dungeon under a Chuck E. Cheese.            See Example(s),fake news,"Feb 11th, 2016",True,False,False,false
2929,Police discovered human remains in a Satanic dungeon under a Chuck E. Cheese.            See Example(s),fake news,"Feb 11th, 2016",False,False,False,false
2930,You can unlock your car door using a tennis ball.            See Example(s),viral phenomena,"Feb 11th, 2016",True,False,False,false
2931,You can unlock your car door using a tennis ball.            See Example(s),viral phenomena,"Feb 11th, 2016",False,False,False,false
2932,The band Megadeth is set to play a rally for Bernie Sanders.            See Example(s),fake news,"Feb 11th, 2016",False,False,False,false
2933,"Backers of Bernie Sanders have obtained Nazi SS ""lightning bolt"" tattoos to show support for the Democratic presidential candidate.",politics,"Feb 11th, 2016",False,False,False,false
2934,The pilot of missing Malaysia Airlines Flight 370 reappeared in Taiwan two years after the plane disappeared.            See Example(s),fake news,"Feb 10th, 2016",True,False,False,false
2935,The pilot of missing Malaysia Airlines Flight 370 reappeared in Taiwan two years after the plane disappeared.            See Example(s),fake news,"Feb 10th, 2016",False,False,False,false
2936,Bernie Sanders is one of the few 2016 presidential candidates (if not the only one) to pay his campaign interns.            See Example(s),politics,"Feb 10th, 2016",False,False,False,true
2937,"Levi's jeans' famous ""two horse"" logo represents a slave's being killed.            See Example(s)",viral phenomena,"Feb 9th, 2016",False,False,False,false
2938,Businesses are celebrating their anniversaries by giving away free product to Facebook users who share and like a page.            See Example(s),inboxer rebellion,"Feb 8th, 2016",False,False,False,false
2939,A photograph shows a pilot taking a selfie over a football stadium.,fauxtography,"Feb 9th, 2016",False,False,False,false
2940,Hillary Clinton is (or was) a member of Monsanto's board of directors.            See Example(s),politics,"Feb 8th, 2016",True,False,False,false
2941,Hillary Clinton is (or was) a member of Monsanto's board of directors.            See Example(s),politics,"Feb 8th, 2016",False,False,False,false
2942,Senator Ted Cruz said that businesses should exercise their right to turn away gay customers.,fake news,"Feb 8th, 2016",False,False,False,false
2943,Airlines are giving away free tickets or spending money to Facebook users who share and like a page.            See Example(s),inboxer rebellion,"Feb 8th, 2016",False,False,False,false
2944,A photograph shows Mother Teresa at age 18.            See Example(s),fauxtography,"Feb 6th, 2016",False,False,False,false
2945,Donald Trump's recently-deceased cousin implored the public in his obituary not to vote for the GOP presidential contender.,fauxtography,"Feb 5th, 2016",False,False,False,false
2946,A photograph shows two Siberian tigers stalking a firefighter in the Washington Cascades.            See Example(s),fauxtography,"Feb 5th, 2016",False,False,False,false
2947,"Article 1, Section 8 of the U.S. Constitution holds that ""the Federal Government shall never own title to any real property which is not specifically authorized by this Constitution such as parks, forests, dams, waterways, and grazing areas without the consent of the State where same is located.""            See Example(s)",politics,"Feb 4th, 2016",False,False,False,false
2948,"Article 1, Section 8 of the U.S. Constitution holds that ""the Federal Government shall never own title to any real property which is not specifically authorized by this Constitution such as parks, forests, dams, waterways, and grazing areas without the consent of the State where same is located.""            See Example(s)",politics,"Feb 4th, 2016",False,False,True,false
2949,Ted Cruz said that he was a Christian first and an American second.,politics,"Feb 4th, 2016",False,False,False,true
2950,"Iceland forgave the entire mortgage debt of its population, and a ""media blackout"" prevented Americans from learning about it.",politics,"Feb 4th, 2016",False,False,False,false
2951,"President Obama has ordered the phrase ""under God"" to be removed from the Pledge of Allegiance.",fake news,"Feb 4th, 2016",False,False,False,false
2952,Donald Trump has proposed the deportation of all women who have blonde hair and blue eyes.,fake news,"Feb 3rd, 2016",False,False,False,false
2953,Donald Trump has proposed the deportation of all women who have blonde hair and blue eyes.,fake news,"Feb 3rd, 2016",False,True,False,false
2954,Nordstrom is giving $200 gift cards to Facebook users who complete three short steps.            See Example(s),inboxer rebellion,"Feb 3rd, 2016",False,False,False,false
2955,President Obama demanded that an admiral stop distributing Bibles.,politics,"Feb 3rd, 2016",False,False,False,false
2956,A couple on crystal meth ate parts of a homeless person.,fake news,"Feb 3rd, 2016",False,False,False,false
2957,Mexican citizens are required to have government-issued photo ID cards in order to vote in federal elections.            See Example(s),politics,"Aug 11th, 2015",False,False,False,true
2958,Bill Murray said that you can always trust a dog but not a human.            See Example(s),politics,"Feb 2nd, 2016",False,False,False,false
2959,"Senator Bernie Sanders wrote on Twitter that he wanted to destroy capitalism and ""dethrone God.""            See Example(s)",politics,"Feb 2nd, 2016",False,False,False,false
2960,"Actor Barry Williams, who played Greg Brady on 'The Brady Bunch,' was shot and killed by police officers in California.            See Example(s)",fake news,"Feb 2nd, 2016",False,False,False,false
2961,The University of Connecticut (UConn) is constructing a dormitory solely to house black students.            See Example(s),politics,"Feb 2nd, 2016",False,False,False,false
